Engineering Systems Division,Total,"139,733","246,763","386,496","980,766","8,171,436","3,142,833","5,028,603"
Lab for Information/Decision Systems,On Campus,"1,069,429","1,468,124","2,537,553",,,,
Lab for Information/Decision Systems,Off Campus,-,"38,932","38,932",,,,
Lab for Information/Decision Systems,Total,"1,069,429","1,507,056","2,576,485","6,334,398","24,091,108","18,771,009","5,320,099"
Lab for Manufacturing/Productivity,On Campus,"512,677","887,611","1,400,288",,,,
Lab for Manufacturing/Productivity,Off Campus,-,"47,675","47,675",,,,
Lab for Manufacturing/Productivity,Total,"512,677","935,286","1,447,963","4,574,243","40,854,572","37,029,574","3,824,998"
Materials Processing Center,On Campus,"1,304,679","2,878,061","4,182,740",,,,
Materials Processing Center,Off Campus,"7,429","100,168","107,597",,,,
Materials Processing Center,Total,"1,312,108","2,978,229","4,290,337","16,716,309","71,775,554","55,913,841","15,861,713"
Materials Science & Engineering,On Campus,"1,544,342","2,582,056","4,126,398",,,,
Materials Science & Engineering,Off Campus,"4,382","32,444","36,826",,,,
Materials Science & Engineering,Total,"1,548,724","2,614,500","4,163,224","14,437,298","67,381,060","52,995,480","14,385,580"
Mechanical Engineering,On Campus,"4,348,052","5,350,807","9,698,859",,,,
Mechanical Engineering,Off Campus,"83,513","206,751","290,264",,,,
Mechanical Engineering,Total,"4,431,565","5,557,558","9,989,123","31,645,615","141,833,481","123,986,494","17,846,988"
Microsystems Technology Lab,On Campus,"1,192,944","1,074,949","2,267,893","13,258,727","49,470,075","40,162,628","9,307,447"
MIT-Portugal Program,On Campus,"772,067","729,398","1,501,465",,,,
MIT-Portugal Program,Off Campus,-,"6,250","6,250",,,,
MIT-Portugal Program,Total,"772,067","735,648","1,507,715","3,881,049","24,722,910","18,164,051","6,558,859"
Nuclear Science and Engineering,On Campus,"740,616","1,140,213","1,880,829",,,,
Nuclear Science and Engineering,Off Campus,"104,216","6,291","110,507",,,,
Nuclear Science and Engineering,Total,"844,832","1,146,504","1,991,336","5,619,447","25,358,551","21,756,696","3,601,855"
School of Engineering - Special Programs,On Campus,-,-,-,-,"78,435","67,553","10,882"
Singapore/MIT Alliance,On Campus,-,-,-,-,"1,026,375","969,906","56,469"
On Campus Salary Total,,"24,695,047","40,314,641","65,009,688",,,,
Off Campus Salary Total,,"400,903","846,939","1,247,842",,,,
School of Engineering Totals,,"25,095,950","41,161,580","66,257,530","225,491,621","1,155,679,508","929,730,013","225,949,495"
Center for International Studies,On Campus,"24,897","300,210","325,107","645,250","2,082,471","1,671,440","411,031"
Department of Humanities,On Campus,"57,997","1,165,398","1,223,395",,,,
Department of Humanities,Off Campus,-,"98,100","98,100",,,,
Department of Humanities,Total,"57,997","1,263,498","1,321,495","3,223,274","13,782,025","11,993,237","1,788,786"
Economics,On Campus,"42,167","572,673","614,840",,,,
Economics,Off Campus,-,"49,081","49,081",,,,
Economics,Total,"42,167","621,754","663,921","3,672,442","11,525,118","7,041,752","4,483,366"
Political Science,On Campus,"48,241","338,841","387,082","1,452,835","4,486,326","2,827,607","1,658,719"
"Program in Science, Technology & Society",On Campus,"21,573","125,220","146,793","315,159","1,788,312","1,435,398","352,914"
On Campus Salary Total,,"194,875","2,502,342","2,697,217",,,,
Off Campus Salary Total,,-,"147,181","147,181",,,,
"Humanities, Arts, and Social Sciences Totals",,"194,875","2,649,523","2,844,398","9,308,960","33,664,252","24,969,434","8,694,818"
Ctr Comp Res in Econ & Mgt Sci,On Campus,-,"31,010","31,010","64,433","637,666","581,891","55,775"
Internat'l Technol Mgt Researc,On Campus,-,-,-,657,"4,593,498","5,018,425","-424,928"
Profit & TDQM,On Campus,-,-,-,-,"775,619","712,284","63,336"
Sloan School of Management - Academic,On Campus,"13,741",-,"13,741","52,080","1,580,740","1,315,274","265,466"
SSM Division of Research,On Campus,"364,866","2,303,480","2,668,346",,,,
SSM Division of Research,Off Campus,-,"60,428","60,428",,,,
SSM Division of Research,Total,"364,866","2,363,908","2,728,774","7,402,874","85,123,206","79,333,801","5,789,405"
Systems Dynamics Group,On Campus,-,-,-,-,"4,251,788","4,238,331","13,457"
On Campus Salary Total,,"378,607","2,334,490","2,713,097",,,,
Off Campus Salary Total,,-,"60,428","60,428",,,,
Sloan School of Management Totals,,"378,607","2,394,918","2,773,525","7,520,044","96,962,517","91,200,006","5,762,511"
Biology,On Campus,"655,347","4,560,351","5,215,698","23,871,086","93,295,035","78,570,683","14,724,352"
Brain & Cognitive Sciences,On Campus,"99,982","1,990,790","2,090,772",,,,
Brain & Cognitive Sciences,Off Campus,-,"34,805","34,805",,,,
Brain & Cognitive Sciences,Total,"99,982","2,025,595","2,125,577","6,296,357","30,429,265","22,891,063","7,538,201"
Center for Global Change Science,On Campus,"500,805","1,699,200","2,200,005",,,,
Center for Global Change Science,Off Campus,"5,513","75,049","80,562",,,,
Center for Global Change Science,Total,"506,318","1,774,249","2,280,567","6,465,833","35,830,310","31,452,038","4,378,272"
Chemistry,On Campus,"2,535,817","2,771,248","5,307,065","22,689,592","95,710,843","82,031,351","13,679,492"
"Earth, Atmospheric & Planetary Sciences",On Campus,"1,339,989","3,132,353","4,472,342",,,,
"Earth, Atmospheric & Planetary Sciences",Off Campus,"24,090","1,000,347","1,024,437",,,,
"Earth, Atmospheric & Planetary Sciences",Total,"1,364,079","4,132,700","5,496,779","16,355,528","93,419,543","69,644,323","23,775,220"
Kavli Inst for Astrophysics & Space Rsrh,On Campus,"568,947","5,270,126","5,839,073",,,,
Kavli Inst for Astrophysics & Space Rsrh,Off Campus,"13,569","515,201","528,770",,,,
Kavli Inst for Astrophysics & Space Rsrh,Total,"582,516","5,785,327","6,367,843","15,772,473","220,911,384","208,912,102","11,999,282"
Laboratory for Nuclear Science,On Campus,"692,279","4,223,743","4,916,022",,,,
Laboratory for Nuclear Science,Off Campus,"550,608","3,616,276","4,166,884",,,,
Laboratory for Nuclear Science,Total,"1,242,887","7,840,019","9,082,906","24,973,300","314,959,430","306,937,141","8,022,289"
Mathematics,On Campus,"727,263","950,655","1,677,918",,,,
Mathematics,Off Campus,"11,052","406,315","417,367",,,,
Mathematics,Total,"738,315","1,356,970","2,095,285","5,140,724","22,631,387","13,327,415","9,303,973"
Physics,On Campus,"29,472","-6,767","22,705",,,,
Physics,Off Campus,"56,488","23,136","79,624",,,,
Physics,Total,"85,960","16,369","102,329","181,754","1,022,427","877,890","144,537"
Picower Institute for Learning and Memory,On Campus,"288,897","4,599,841","4,888,738","22,792,726","61,288,453","48,877,021","12,411,432"
School of Science,On Campus,"13,402","-2,890","10,512","246,359","1,490,022","1,491,406","-1,384"
Spectroscopy Lab,On Campus,"83,955","386,372","470,327","1,323,649","13,003,061","11,656,026","1,347,034"
On Campus Salary Total,,"7,536,155","29,575,022","37,111,177",,,,
Off Campus Salary Total,,"661,320","5,671,129","6,332,449",,,,
School of Science Totals,,"8,197,475","35,246,151","43,443,626","146,109,381","983,991,160","876,668,459","107,322,701"
Ctr for Environmental Health Sciences,On Campus,"327,571","2,619,943","2,947,514",,,,
Ctr for Environmental Health Sciences,Off Campus,-,"23,489","23,489",,,,
Ctr for Environmental Health Sciences,Total,"327,571","2,643,432","2,971,003","9,507,103","33,976,288","28,188,967","5,787,321"
Division of Comparative Medicine,On Campus,-,"349,386","349,386","1,651,479","9,212,388","8,336,813","875,575"
Harvard-MIT Health Science & Tech,On Campus,"392,307","2,671,057","3,063,364",,,,
Harvard-MIT Health Science & Tech,Off Campus,"154,621","11,740","166,361",,,,
Harvard-MIT Health Science & Tech,Total,"546,928","2,682,797","3,229,725","13,700,525","55,083,851","47,446,019","7,637,832"
On Campus Salary Total,,"719,878","5,640,386","6,360,264",,,,
Off Campus Salary Total,,"154,621","35,229","189,850",,,,
Whitaker College Totals,,"874,499","5,675,615","6,550,114","24,859,107","98,272,527","83,971,799","14,300,728"
Ctr for Biomedical Engineering,On Campus,"287,983","627,274","915,257",,,,
Ctr for Biomedical Engineering,Off Campus,-,-,-,,,,
Ctr for Biomedical Engineering,Total,"287,983","627,274","915,257","3,103,100","23,147,409","21,833,426","1,313,983"
Center for Materials Science & Eng,On Campus,"485,536","565,222","1,050,758","3,700,837","13,342,736","9,194,701","4,148,035"
Earth System Initiative,On Campus,"908,404","2,033,344","2,941,748",,,,
Earth System Initiative,Off Campus,"2,246","140,567","142,813",,,,
Earth System Initiative,Total,"910,650","2,173,911","3,084,561","9,124,219","43,124,977","37,897,814","5,227,164"
Francis Bitter Magnet Laboratory,On Campus,"347,257","1,892,907","2,240,164",,,,
Francis Bitter Magnet Laboratory,Off Campus,622,-,622,,,,
Francis Bitter Magnet Laboratory,Total,"347,879","1,892,907","2,240,786","7,405,103","28,798,147","22,358,462","6,439,685"
Haystack Observatory,On Campus,-,"13,463","13,463",,,,
Haystack Observatory,Off Campus,-,"5,277,236","5,277,236",,,,
Haystack Observatory,Total,-,"5,290,699","5,290,699","10,252,171","32,091,212","28,069,045","4,022,167"
Institute for Soldier Nanotechnologies,On Campus,"1,335,362","2,571,757","3,907,119",,,,
Institute for Soldier Nanotechnologies,Off Campus,"14,767","24,947","39,714",,,,
Institute for Soldier Nanotechnologies,Total,"1,350,129","2,596,704","3,946,833","13,731,915","120,242,419","112,300,608","7,941,811"
Koch Institute for Integrative Cancer Research,On Campus,"1,085,687","6,499,243","7,584,930",,,,
Koch Institute for Integrative Cancer Research,Off Campus,"11,238",-,"11,238",,,,
Koch Institute for Integrative Cancer Research,Total,"1,096,925","6,499,243","7,596,168","34,181,402","102,064,454","80,510,780","21,553,674"
MIT Energy Initiative,On Campus,"2,586,121","6,411,811","8,997,932",,,,
MIT Energy Initiative,Off Campus,"4,794","62,517","67,311",,,,
MIT Energy Initiative,Total,"2,590,915","6,474,328","9,065,243","27,649,572","106,620,587","77,463,170","29,157,417"
Nuclear Reactor Laboratory,On Campus,"121,391","445,309","566,700","1,584,629","5,284,279","4,387,100","897,178"
Operations Research Center,On Campus,"314,469","154,526","468,995","1,356,687","9,560,977","8,509,754","1,051,222"
Plasma Science & Fusion Center,On Campus,"1,323,854","10,387,449","11,711,303",,,,
Plasma Science & Fusion Center,Off Campus,"41,570","646,798","688,368",,,,
Plasma Science & Fusion Center,Total,"1,365,424","11,034,247","12,399,671","36,003,555","423,983,906","401,722,402","22,261,504"
Research Lab of Electronics,On Campus,"4,101,373","6,549,075","10,650,448",,,,
Research Lab of Electronics,Off Campus,"54,568","190,016","244,584",,,,
Research Lab of Electronics,Total,"4,155,941","6,739,091","10,895,032","42,395,170","188,527,346","148,667,246","39,860,100"
Sea Grant College Program,On Campus,"345,951","1,287,678","1,633,629",,,,
Sea Grant College Program,Off Campus,-,"233,845","233,845",,,,
Sea Grant College Program,Total,"345,951","1,521,523","1,867,474","5,607,928","26,998,797","23,602,867","3,395,930"
Technology & Development Program,On Campus,"563,223","1,434,265","1,997,488",,,,
Technology & Development Program,Off Campus,-,-,-,,,,
Technology & Development Program,Total,"563,223","1,434,265","1,997,488","3,832,625","37,404,751","18,932,442","18,472,309"
VP for Research,On Campus,"18,038","43,514","61,552","143,318","14,790,075","1,369,971","13,420,105"
On Campus Salary Total,,"13,824,649","40,916,837","54,741,486",,,,
Off Campus Salary Total,,"129,805","6,575,926","6,705,731",,,,
Interdepartmental Laboratories Totals,,"13,954,454","47,492,763","61,447,217","200,072,231","1,175,982,072","996,819,788","179,162,284"
Center for Advan Educational Services,On Campus,-,"82,746","82,746",,,,
Center for Advan Educational Services,Off Campus,-,"3,101","3,101",,,,
Center for Advan Educational Services,Total,-,"85,847","85,847","329,450","2,280,905","2,441,464","-160,559"
Chancellor's Office,On Campus,"29,215","16,286","45,501",,,,
Chancellor's Office,Off Campus,-,"18,467","18,467",,,,
Chancellor's Office,Total,"29,215","34,753","63,968","218,497","578,387","218,529","359,857"
Dept of MIT-SUTD,On Campus,"256,581","379,999","636,580","1,931,021","3,149,373","2,109,993","1,039,380"
Edgerton Center,On Campus,-,"2,897","2,897","15,691","73,808","49,510","24,298"
Libraries,On Campus,-,"48,188","48,188",,,,
Libraries,Off Campus,-,"8,715","8,715",,,,
Libraries,Total,-,"56,903","56,903","289,458","1,422,698","1,079,358","343,340"
McGovern Institute for Brain Research,On Campus,"285,418","4,673,245","4,958,663",,,,
McGovern Institute for Brain Research,Off Campus,-,"3,145","3,145",,,,
McGovern Institute for Brain Research,Total,"285,418","4,676,390","4,961,808","19,392,195","62,139,702","52,309,677","9,830,025"
On Campus Salary Total,,"571,214","5,203,361","5,774,575",,,,
Off Campus Salary Total,,-,"33,428","33,428",,,,
Other Departments and Special Labs Totals,,"571,214","5,236,789","5,808,003","22,176,312","69,644,873","58,208,531","11,436,341"
On Campus Salary Total,,"50,228,738","131,090,235","181,318,971",,,,
Off Campus Salary Total,,"1,347,742","13,529,244","14,876,988",,,,
Grand Total,,"51,576,480","144,619,479","196,195,959","660,825,270","3,816,237,713","3,240,780,107","575,457,606"
